
Initial statistics: 136 variables; iteration 0; function evaluation 0; phase 1
Function value 7.3782341e+03; maximum gradient component mag -2.3190e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
190  0.16363  1.32170e-01 |191  0.21869  5.93173e-02 |192  0.25726 -1.43560e-01
193  0.02454  5.95004e-02 |194 -0.00645 -5.09681e-02 |195 -0.17634 -1.73849e-02
196 -0.11435 -1.13630e-01 |197 -0.55370  2.74959e-02 |198  0.17127 -2.11894e-02
199  0.09514 -5.88467e-02 |200 -0.25369 -4.23411e-02 |
200 variables; iteration 80; function evaluation 89; phase 4
Function value 7.3339845e+03; maximum gradient component mag 4.3142e-02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42333  6.31263e-03 |  2  0.37107  9.59350e-05 |  3 -0.12610 -5.29453e-03
  4 -0.01317  1.34308e-03 |  5 -0.70910 -6.26811e-03 |  6 -0.60423  3.69252e-03
  7  0.37622 -2.15499e-02 |  8 -0.18519 -3.27498e-02 |  9  0.03406  4.18090e-03
 10 -0.60955  5.15180e-03 | 11 -0.62338 -5.38902e-03 | 12 -0.09139 -9.23894e-03
 13 -0.01004  1.18269e-04 | 14 -0.01026  1.21308e-04 | 15 -0.01047  1.25416e-04
 16 -0.01069  1.30557e-04 | 17 -0.01089  1.36674e-04 | 18 -0.01110  1.43695e-04
 19 -0.01129  1.51529e-04 | 20 -0.01148  1.60079e-04 | 21 -0.01166  1.69246e-04
 22 -0.01182  1.78938e-04 | 23 -0.01198  1.89075e-04 | 24 -0.01212  1.99594e-04
 25 -0.01224  2.10449e-04 | 26 -0.01235  2.21617e-04 | 27 -0.01244  2.33089e-04
 28 -0.01251  2.44872e-04 | 29 -0.01256  2.56989e-04 | 30 -0.01259  2.69479e-04
 31 -0.01259  2.82396e-04 | 32 -0.01257  2.95804e-04 | 33 -0.01252  3.09776e-04
 34 -0.01244  3.24402e-04 | 35 -0.01233  3.39786e-04 | 36 -0.01219  3.56061e-04
 37 -0.01201  3.73397e-04 | 38 -0.01180  3.92020e-04 | 39 -0.01155  4.12206e-04
 40 -0.01125  4.34261e-04 | 41 -0.01093  4.58554e-04 | 42 -0.01056  4.85371e-04
 43 -0.01016  5.14910e-04 | 44 -0.00974  5.47238e-04 | 45 -0.00929  5.82339e-04
 46 -0.00882  6.20293e-04 | 47 -0.00834  6.61604e-04 | 48 -0.00787  7.07483e-04
 49 -0.00741  7.60017e-04 | 50 -0.00697  8.21965e-04 | 51 -0.00657  8.96211e-04
 52 -0.00621  9.85070e-04 | 53 -0.00590  1.08988e-03 | 54 -0.00563  1.21085e-03
 55 -0.00540  1.34746e-03 | 56 -0.00519  1.49902e-03 | 57 -0.00498  1.66475e-03
 58 -0.00474  1.84326e-03 | 59 -0.00446  2.03184e-03 | 60 -0.00410  2.22394e-03
 61 -0.00362  2.40516e-03 | 62 -0.00301  2.54535e-03 | 63 -0.00221  2.59046e-03
 64 -0.00121  2.46243e-03 | 65  0.00003  2.09624e-03 | 66  0.00154  1.56034e-03
 67  0.00335  1.22426e-03 | 68  0.00547  1.68236e-03 | 69  0.00792  2.91213e-03
 70  0.01068  3.40417e-03 | 71  0.01371  2.21727e-03 | 72  0.01696  1.68500e-03
 73  0.02034  2.03572e-03 | 74  0.02369  1.21933e-03 | 75  0.02684  2.00452e-03
 76  0.02955  2.33283e-03 | 77  0.03163  1.65956e-03 | 78  0.03296  1.24296e-03
 79  0.03352  9.09439e-04 | 80  0.03338  7.76233e-04 | 81  0.03265  5.00977e-04
 82  0.03137  3.48092e-04 | 83  0.02952 -5.53716e-05 | 84  0.02698  6.60568e-04
 85  0.02373  1.49728e-03 | 86  0.01991 -7.64391e-04 | 87  0.01595 -2.09882e-05
 88  0.01233 -1.70533e-03 | 89  0.00949 -1.70890e-03 | 90  0.00756 -1.28791e-04
 91  0.00633  2.08054e-04 | 92  0.00541 -5.82970e-04 | 93  0.00466 -1.76116e-03
 94  0.00456 -2.49148e-03 | 95  0.00522 -2.71661e-03 | 96  0.00547 -2.48120e-03
 97  0.00718  1.25053e-03 | 98  0.00979  3.96924e-03 | 99  0.01375 -4.06445e-04
100  0.01387 -6.37616e-04 |101  0.01263 -8.10286e-04 |102  0.01094 -1.73416e-03
103  0.00289 -1.58370e-03 |104  0.00377  2.62694e-03 |105  0.02312 -6.01986e-03
106  0.02161 -4.49686e-04 |107 -0.00252 -1.58380e-03 |108  0.01595  2.17383e-04
109  0.08406 -6.22290e-03 |110  0.02842  8.46678e-05 |111 -0.01434 -1.63675e-03
112  0.00451 -1.19867e-03 |113  0.01961  2.88574e-03 |114  0.03891 -3.38389e-03
115  0.00308 -9.13191e-03 |116 -0.06230 -1.41989e-02 |117 -0.07874 -9.03120e-03
118 -0.07710 -4.66464e-03 |119 -0.03439 -1.09183e-02 |120  0.06998 -2.31005e-02
121  0.02384 -1.04479e-02 |122  0.01402 -4.89972e-03 |123 -0.02772 -2.51056e-03
124 -0.06695 -1.56850e-03 |125 -0.00627  3.27081e-03 |126  0.00484  5.88109e-03
127 -0.02709  6.85130e-03 |128  0.02844  1.38020e-02 |129  0.07368  1.49151e-02
130  0.01055 -2.74817e-03 |131  0.08269 -5.89372e-03 |132  0.00584  1.24797e-03
133  0.13297 -6.29552e-04 |134 -0.00525 -5.99647e-03 |135 -0.04641  4.65036e-04
136 -0.05667 -1.55460e-05 |137 -0.02189  1.15884e-03 |138  0.09426  5.43533e-03
139  0.03192 -1.79988e-03 |140  0.01686 -1.91424e-03 |141 -0.02798 -9.39757e-04
142 -0.01757  1.52118e-03 |143 -0.00587 -1.59980e-03 |144 -0.00040 -1.12861e-04
145  0.27487 -9.66559e-03 |146  0.18596 -2.14831e-03 |147  0.04652 -8.16491e-03
148  0.29672  1.18803e-03 |149  0.01642  4.38845e-04 |150 -0.11484 -2.07564e-03
151 -0.47564 -1.58960e-02 |152  0.31378  8.82964e-03 |153  0.04884 -1.41332e-02
154 -0.23510 -2.28981e-03 |155  0.18236 -5.21389e-04 |156  0.25985  2.60886e-03
157  0.17450 -6.16016e-03 |158  0.25417 -4.57781e-03 |159  0.00591 -1.28138e-02
160 -0.09833  3.65021e-03 |161  0.10328  3.36533e-04 |162  0.29674  8.82866e-04
163  0.16881  7.23434e-03 |164  0.24621  5.75698e-03 |165 -0.35199 -1.13959e-03
166  0.24280  5.47338e-03 |167  0.05278  2.39179e-03 |168 -0.18765  5.97140e-03
169  0.20259 -3.30171e-03 |170  0.31673  4.00492e-04 |171  0.07773 -1.15855e-03
172 -0.53249 -5.44785e-05 |173 -0.38087  1.68561e-03 |174  0.23593  1.32086e-02
175  0.07837  4.31416e-02 |176 -0.12205  9.64032e-03 |177  0.05104 -2.63539e-03
178  0.11963  4.40654e-04 |179  0.32136  1.56865e-02 |180  0.27251  3.35530e-03
181  0.00561  1.06211e-02 |182  0.00910 -4.34329e-03 |183 -0.15024  1.97238e-02
184 -0.12577  8.42059e-04 |185  0.01336  1.21452e-03 |186  0.39320  2.01722e-03
187  0.01867  1.72472e-03 |188 -0.15442 -1.25279e-02 |189  0.09928 -3.76262e-03
190  0.16362  9.02733e-03 |191  0.21869  2.60674e-03 |192  0.25726 -3.86236e-03
193  0.02454  1.95606e-03 |194 -0.00643 -1.30293e-02 |195 -0.17634 -6.59159e-04
196 -0.11435 -6.73444e-03 |197 -0.55418 -2.58352e-03 |198  0.17110 -8.73567e-04
199  0.09517  4.72563e-03 |200 -0.25359  6.03611e-03 |
200 variables; iteration 100; function evaluation 118; phase 4
Function value 7.3339845e+03; maximum gradient component mag 1.4900e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42333  2.20393e-04 |  2  0.37107 -4.85592e-05 |  3 -0.12610 -2.01893e-04
  4 -0.01317  5.24974e-05 |  5 -0.70909 -2.08020e-06 |  6 -0.60423  8.04529e-05
  7  0.37623 -8.31009e-04 |  8 -0.18519 -1.13855e-03 |  9  0.03405  2.59145e-04
 10 -0.60954 -1.08474e-04 | 11 -0.62338 -2.05894e-04 | 12 -0.09137 -4.43295e-04
 13 -0.01004 -6.22234e-05 | 14 -0.01026 -6.08223e-05 | 15 -0.01047 -5.91058e-05
 16 -0.01069 -5.71310e-05 | 17 -0.01089 -5.49533e-05 | 18 -0.01110 -5.26343e-05
 19 -0.01129 -5.02283e-05 | 20 -0.01148 -4.77791e-05 | 21 -0.01166 -4.53186e-05
 22 -0.01182 -4.28651e-05 | 23 -0.01198 -4.04228e-05 | 24 -0.01212 -3.79825e-05
 25 -0.01224 -3.55254e-05 | 26 -0.01235 -3.30264e-05 | 27 -0.01244 -3.04614e-05
 28 -0.01251 -2.78115e-05 | 29 -0.01256 -2.50645e-05 | 30 -0.01259 -2.22159e-05
 31 -0.01259 -1.92705e-05 | 32 -0.01257 -1.62530e-05 | 33 -0.01252 -1.32107e-05
 34 -0.01244 -1.02200e-05 | 35 -0.01233 -7.38912e-06 | 36 -0.01219 -4.85827e-06
 37 -0.01201 -2.79134e-06 | 38 -0.01180 -1.35780e-06 | 39 -0.01155 -7.11166e-07
 40 -0.01125 -9.75062e-07 | 41 -0.01093 -2.18250e-06 | 42 -0.01056 -4.33243e-06
 43 -0.01016 -7.37569e-06 | 44 -0.00974 -1.12514e-05 | 45 -0.00929 -1.59179e-05
 46 -0.00882 -2.13412e-05 | 47 -0.00834 -2.74241e-05 | 48 -0.00787 -3.38915e-05
 49 -0.00741 -4.01860e-05 | 50 -0.00698 -4.54697e-05 | 51 -0.00657 -4.87556e-05
 52 -0.00622 -4.91193e-05 | 53 -0.00590 -4.58875e-05 | 54 -0.00564 -3.86773e-05
 55 -0.00540 -2.72815e-05 | 56 -0.00519 -1.15090e-05 | 57 -0.00498  8.90064e-06
 58 -0.00475  3.42020e-05 | 59 -0.00446  6.43014e-05 | 60 -0.00410  9.80831e-05
 61 -0.00363  1.32220e-04 | 62 -0.00301  1.59712e-04 | 63 -0.00222  1.69803e-04
 64 -0.00122  1.53471e-04 | 65  0.00003  1.18213e-04 | 66  0.00154  9.85719e-05
 67  0.00335  1.16219e-04 | 68  0.00547  1.11567e-04 | 69  0.00792  8.63262e-05
 70  0.01067  2.27563e-04 | 71  0.01370  1.91457e-04 | 72  0.01696 -6.37895e-05
 73  0.02034  7.01104e-05 | 74  0.02369 -3.45835e-05 | 75  0.02683 -1.77903e-04
 76  0.02954 -4.36461e-04 | 77  0.03163 -2.91057e-04 | 78  0.03296  2.87695e-04
 79  0.03352  5.33201e-04 | 80  0.03338  1.86673e-04 | 81  0.03265  3.99919e-04
 82  0.03138  1.51817e-04 | 83  0.02952  1.01923e-04 | 84  0.02698 -1.01420e-04
 85  0.02373  1.80032e-04 | 86  0.01992  7.51296e-05 | 87  0.01595  3.21956e-04
 88  0.01233 -1.62399e-04 | 89  0.00949 -7.81400e-06 | 90  0.00756  6.73866e-06
 91  0.00633 -2.95033e-05 | 92  0.00541 -2.73898e-05 | 93  0.00466 -2.64495e-05
 94  0.00457 -4.88835e-05 | 95  0.00523 -3.78179e-05 | 96  0.00548  3.79115e-05
 97  0.00717 -6.01413e-07 | 98  0.00977  2.25938e-04 | 99  0.01375 -1.08889e-04
100  0.01387  1.56652e-04 |101  0.01263  2.60398e-04 |102  0.01094 -3.23453e-06
103  0.00289 -1.50735e-04 |104  0.00375  2.34505e-05 |105  0.02314 -3.01994e-04
106  0.02161  6.69504e-05 |107 -0.00251 -1.37459e-04 |108  0.01594  2.08982e-04
109  0.08407 -3.71181e-04 |110  0.02842  4.30348e-04 |111 -0.01433  3.27536e-04
112  0.00451 -2.65617e-04 |113  0.01960 -5.93542e-05 |114  0.03891 -1.46322e-04
115  0.00308 -2.59001e-04 |116 -0.06228 -1.96027e-04 |117 -0.07873  1.65778e-04
118 -0.07710 -4.86333e-04 |119 -0.03438 -4.14274e-04 |120  0.06999 -3.49158e-04
121  0.02384 -1.39177e-03 |122  0.01403  5.07997e-05 |123 -0.02771  4.74103e-04
124 -0.06694  5.77871e-04 |125 -0.00627  2.21959e-04 |126  0.00484  5.28762e-05
127 -0.02709 -4.41721e-04 |128  0.02843  5.76181e-04 |129  0.07368  7.15695e-04
130  0.01056 -8.97961e-04 |131  0.08270  5.62427e-05 |132  0.00584  3.05579e-04
133  0.13298 -3.94737e-04 |134 -0.00523  7.86305e-05 |135 -0.04641  3.02281e-04
136 -0.05667 -3.57143e-04 |137 -0.02189 -4.70359e-05 |138  0.09425 -1.00043e-04
139  0.03193  2.08107e-04 |140  0.01686  3.52719e-05 |141 -0.02797  4.33031e-04
142 -0.01758 -5.42246e-04 |143 -0.00586 -8.26472e-05 |144 -0.00040 -7.19331e-06
145  0.27486 -2.87491e-04 |146  0.18596 -2.86225e-04 |147  0.04652 -2.90831e-04
148  0.29672  5.87434e-05 |149  0.01642  4.46522e-06 |150 -0.11484 -6.21777e-05
151 -0.47552 -4.00692e-04 |152  0.31378 -2.85074e-04 |153  0.04880 -6.56769e-04
154 -0.23510  1.36698e-04 |155  0.18236 -7.04942e-05 |156  0.25985  8.51495e-05
157  0.17450 -2.51853e-04 |158  0.25417 -1.71496e-04 |159  0.00591 -4.12469e-04
160 -0.09833  1.33914e-04 |161  0.10328 -1.23957e-04 |162  0.29674 -1.61436e-05
163  0.16880  4.34669e-04 |164  0.24621  3.12587e-04 |165 -0.35200 -1.87605e-04
166  0.24280  1.28365e-04 |167  0.05278  8.69493e-05 |168 -0.18765  1.03255e-04
169  0.20261 -2.82822e-04 |170  0.31674 -2.07329e-05 |171  0.07773 -2.01477e-05
172 -0.53234 -4.34512e-05 |173 -0.38080  1.89404e-05 |174  0.23595  4.37854e-04
175  0.07834  1.49001e-03 |176 -0.12205  3.06960e-04 |177  0.05106 -4.88575e-05
178  0.11963  3.76410e-05 |179  0.32137  5.47149e-04 |180  0.27251  1.24874e-04
181  0.00558  3.26471e-04 |182  0.00911 -1.77824e-04 |183 -0.15025  6.26400e-04
184 -0.12577  4.79233e-05 |185  0.01337  3.15023e-05 |186  0.39320  1.13329e-05
187  0.01866  2.54592e-05 |188 -0.15441 -3.99812e-04 |189  0.09928 -1.14714e-04
190  0.16361  3.45850e-04 |191  0.21869  8.82572e-05 |192  0.25726 -1.46237e-04
193  0.02454  1.02241e-04 |194 -0.00642 -4.40152e-04 |195 -0.17634 -4.48859e-06
196 -0.11436 -1.56152e-04 |197 -0.55413 -1.66326e-04 |198  0.17112  4.96460e-05
199  0.09516  1.03656e-04 |200 -0.25361 -1.68085e-04 |

 - final statistics:
200 variables; iteration 102; function evaluation 122
Function value 7.3340e+03; maximum gradient component mag -9.9999e-04
Exit code = 1;  converg criter 1.0000e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42333  1.30834e-04 |  2  0.37107 -3.58144e-05 |  3 -0.12610 -1.21867e-04
  4 -0.01317  2.76865e-05 |  5 -0.70909 -8.53812e-05 |  6 -0.60423  5.70212e-05
  7  0.37623 -4.80512e-04 |  8 -0.18519 -6.81500e-04 |  9  0.03405  1.22776e-04
 10 -0.60954 -7.75123e-06 | 11 -0.62338 -1.25321e-04 | 12 -0.09137 -2.51956e-04
 13 -0.01004  5.14108e-06 | 14 -0.01026  2.77072e-06 | 15 -0.01047  2.72890e-07
 16 -0.01069 -2.30823e-06 | 17 -0.01089 -4.93281e-06 | 18 -0.01110 -7.55622e-06
 19 -0.01129 -1.01401e-05 | 20 -0.01148 -1.26535e-05 | 21 -0.01166 -1.50720e-05
 22 -0.01182 -1.73789e-05 | 23 -0.01198 -1.95645e-05 | 24 -0.01212 -2.16251e-05
 25 -0.01224 -2.35618e-05 | 26 -0.01235 -2.53780e-05 | 27 -0.01244 -2.70756e-05
 28 -0.01251 -2.86536e-05 | 29 -0.01256 -3.01061e-05 | 30 -0.01259 -3.14235e-05
 31 -0.01259 -3.25932e-05 | 32 -0.01257 -3.35937e-05 | 33 -0.01252 -3.43931e-05
 34 -0.01244 -3.49472e-05 | 35 -0.01233 -3.51974e-05 | 36 -0.01219 -3.50704e-05
 37 -0.01201 -3.44802e-05 | 38 -0.01180 -3.33353e-05 | 39 -0.01155 -3.15463e-05
 40 -0.01125 -2.90303e-05 | 41 -0.01093 -2.57429e-05 | 42 -0.01056 -2.16458e-05
 43 -0.01016 -1.67152e-05 | 44 -0.00974 -1.09173e-05 | 45 -0.00929 -4.18485e-06
 46 -0.00882  3.58484e-06 | 47 -0.00834  1.24924e-05 | 48 -0.00787  2.25518e-05
 49 -0.00741  3.35865e-05 | 50 -0.00697  4.51707e-05 | 51 -0.00657  5.66566e-05
 52 -0.00621  6.72873e-05 | 53 -0.00590  7.63500e-05 | 54 -0.00563  8.32610e-05
 55 -0.00540  8.75425e-05 | 56 -0.00519  8.87307e-05 | 57 -0.00498  8.62690e-05
 58 -0.00475  7.94565e-05 | 59 -0.00446  6.76029e-05 | 60 -0.00410  5.03702e-05
 61 -0.00363  2.86351e-05 | 62 -0.00301  5.90900e-06 | 63 -0.00222 -1.01385e-05
 64 -0.00122 -9.01602e-06 | 65  0.00003  1.28611e-05 | 66  0.00154  3.55771e-05
 67  0.00335  2.64766e-05 | 68  0.00547  1.61715e-05 | 69  0.00792  8.14162e-05
 70  0.01067  8.34323e-05 | 71  0.01370 -8.72614e-06 | 72  0.01696  1.32135e-04
 73  0.02034  5.73500e-05 | 74  0.02369  7.18960e-05 | 75  0.02683 -2.99863e-05
 76  0.02955 -1.64896e-05 | 77  0.03163  4.77423e-05 | 78  0.03296  9.67413e-05
 79  0.03352  1.02784e-04 | 80  0.03338  8.51470e-05 | 81  0.03265  1.00060e-04
 82  0.03138  8.20298e-05 | 83  0.02952  7.25324e-05 | 84  0.02698 -3.90940e-05
 85  0.02372 -1.35060e-04 | 86  0.01992 -4.29106e-05 | 87  0.01595 -7.26652e-05
 88  0.01233  7.84073e-05 | 89  0.00949  1.29254e-06 | 90  0.00756  7.97381e-05
 91  0.00633  8.82747e-05 | 92  0.00541  6.85365e-05 | 93  0.00466  8.26933e-05
 94  0.00457  1.29475e-04 | 95  0.00523  1.43250e-04 | 96  0.00548  7.49124e-05
 97  0.00717  1.08242e-04 | 98  0.00977  1.47761e-04 | 99  0.01375 -6.73409e-05
100  0.01387 -1.93105e-04 |101  0.01262 -1.68834e-04 |102  0.01094 -6.93509e-05
103  0.00289 -1.55368e-05 |104  0.00375  2.09634e-04 |105  0.02314 -1.83078e-04
106  0.02161  1.34866e-04 |107 -0.00251  1.34783e-05 |108  0.01594  6.55761e-05
109  0.08407 -2.72227e-04 |110  0.02842  3.12232e-04 |111 -0.01433  4.04278e-05
112  0.00451  4.11319e-05 |113  0.01960 -6.45244e-05 |114  0.03891 -1.09510e-04
115  0.00308 -1.92975e-04 |116 -0.06228 -6.19998e-05 |117 -0.07873  4.30196e-04
118 -0.07711 -9.99986e-04 |119 -0.03438  3.25083e-04 |120  0.06999 -3.11989e-04
121  0.02384 -9.53484e-04 |122  0.01403  2.92744e-04 |123 -0.02771  3.81340e-05
124 -0.06694  4.99322e-04 |125 -0.00627  1.12731e-04 |126  0.00484  7.35954e-05
127 -0.02709 -1.18638e-04 |128  0.02843  2.46362e-04 |129  0.07368  4.37410e-04
130  0.01056 -2.83509e-04 |131  0.08270 -9.40771e-05 |132  0.00584  4.58812e-04
133  0.13298 -2.15778e-04 |134 -0.00523 -4.10463e-04 |135 -0.04641  1.39351e-04
136 -0.05667 -2.81783e-04 |137 -0.02189 -1.13826e-04 |138  0.09425  7.33938e-05
139  0.03193 -1.41310e-04 |140  0.01686  9.25172e-05 |141 -0.02797  2.13735e-04
142 -0.01758 -8.88863e-05 |143 -0.00586 -7.29440e-06 |144 -0.00040  7.92961e-06
145  0.27486 -1.97785e-04 |146  0.18596 -1.58492e-04 |147  0.04652 -1.69673e-04
148  0.29672  3.42949e-05 |149  0.01642  4.08888e-06 |150 -0.11484 -3.63522e-05
151 -0.47552 -2.67748e-04 |152  0.31378 -2.01117e-04 |153  0.04880 -4.40961e-04
154 -0.23510  4.73675e-04 |155  0.18236 -2.92222e-05 |156  0.25985  5.34271e-05
157  0.17450 -2.01083e-04 |158  0.25417 -1.34201e-04 |159  0.00591 -2.04673e-04
160 -0.09833  7.88194e-05 |161  0.10328 -2.46382e-05 |162  0.29674  9.12983e-06
163  0.16880  2.66741e-04 |164  0.24620  1.89124e-04 |165 -0.35200 -1.36216e-04
166  0.24280  6.27734e-05 |167  0.05278  5.88712e-05 |168 -0.18765  7.20104e-05
169  0.20261 -1.79965e-04 |170  0.31674 -1.61040e-05 |171  0.07773 -8.05874e-06
172 -0.53233 -4.26794e-05 |173 -0.38080  1.62722e-05 |174  0.23595  2.68589e-04
175  0.07834  9.03615e-04 |176 -0.12205  1.85444e-04 |177  0.05106 -3.23039e-05
178  0.11963  2.56456e-05 |179  0.32137  3.30893e-04 |180  0.27251  7.55724e-05
181  0.00558  2.05354e-04 |182  0.00911 -1.06130e-04 |183 -0.15025  3.79965e-04
184 -0.12577  2.84651e-05 |185  0.01337 -2.41796e-05 |186  0.39320 -2.40111e-05
187  0.01866  5.38493e-05 |188 -0.15441 -2.55320e-04 |189  0.09928 -6.69862e-05
190  0.16361  2.10223e-04 |191  0.21869  5.14903e-05 |192  0.25726 -8.73184e-05
193  0.02454  6.08980e-05 |194 -0.00642 -2.67473e-04 |195 -0.17634 -3.46631e-06
196 -0.11436 -9.63903e-05 |197 -0.55413 -1.17918e-04 |198  0.17112  1.82847e-05
199  0.09516  6.32085e-05 |200 -0.25361 -8.29467e-05 |

 - final statistics:
213 variables; iteration 0; function evaluation 0
Function value 7.3340e+03; maximum gradient component mag -9.9999e-04
Exit code = 0;  converg criter 1.0000e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42333  1.30834e-04 |  2  0.37107 -3.58144e-05 |  3 -0.12610 -1.21867e-04
  4 -0.01317  2.76865e-05 |  5 -0.70909 -8.53812e-05 |  6 -0.60423  5.70212e-05
  7  0.37623 -4.80512e-04 |  8 -0.18519 -6.81500e-04 |  9  0.03405  1.22776e-04
 10 -0.60954 -7.75123e-06 | 11 -0.62338 -1.25321e-04 | 12 -0.09137 -2.51956e-04
 13 -0.01004  5.14108e-06 | 14 -0.01026  2.77072e-06 | 15 -0.01047  2.72890e-07
 16 -0.01069 -2.30823e-06 | 17 -0.01089 -4.93281e-06 | 18 -0.01110 -7.55622e-06
 19 -0.01129 -1.01401e-05 | 20 -0.01148 -1.26535e-05 | 21 -0.01166 -1.50720e-05
 22 -0.01182 -1.73789e-05 | 23 -0.01198 -1.95645e-05 | 24 -0.01212 -2.16251e-05
 25 -0.01224 -2.35618e-05 | 26 -0.01235 -2.53780e-05 | 27 -0.01244 -2.70756e-05
 28 -0.01251 -2.86536e-05 | 29 -0.01256 -3.01061e-05 | 30 -0.01259 -3.14235e-05
 31 -0.01259 -3.25932e-05 | 32 -0.01257 -3.35937e-05 | 33 -0.01252 -3.43931e-05
 34 -0.01244 -3.49472e-05 | 35 -0.01233 -3.51974e-05 | 36 -0.01219 -3.50704e-05
 37 -0.01201 -3.44802e-05 | 38 -0.01180 -3.33353e-05 | 39 -0.01155 -3.15463e-05
 40 -0.01125 -2.90303e-05 | 41 -0.01093 -2.57429e-05 | 42 -0.01056 -2.16458e-05
 43 -0.01016 -1.67152e-05 | 44 -0.00974 -1.09173e-05 | 45 -0.00929 -4.18485e-06
 46 -0.00882  3.58484e-06 | 47 -0.00834  1.24924e-05 | 48 -0.00787  2.25518e-05
 49 -0.00741  3.35865e-05 | 50 -0.00697  4.51707e-05 | 51 -0.00657  5.66566e-05
 52 -0.00621  6.72873e-05 | 53 -0.00590  7.63500e-05 | 54 -0.00563  8.32610e-05
 55 -0.00540  8.75425e-05 | 56 -0.00519  8.87307e-05 | 57 -0.00498  8.62690e-05
 58 -0.00475  7.94565e-05 | 59 -0.00446  6.76029e-05 | 60 -0.00410  5.03702e-05
 61 -0.00363  2.86351e-05 | 62 -0.00301  5.90900e-06 | 63 -0.00222 -1.01385e-05
 64 -0.00122 -9.01602e-06 | 65  0.00003  1.28611e-05 | 66  0.00154  3.55771e-05
 67  0.00335  2.64766e-05 | 68  0.00547  1.61715e-05 | 69  0.00792  8.14162e-05
 70  0.01067  8.34323e-05 | 71  0.01370 -8.72614e-06 | 72  0.01696  1.32135e-04
 73  0.02034  5.73500e-05 | 74  0.02369  7.18960e-05 | 75  0.02683 -2.99863e-05
 76  0.02955 -1.64896e-05 | 77  0.03163  4.77423e-05 | 78  0.03296  9.67413e-05
 79  0.03352  1.02784e-04 | 80  0.03338  8.51470e-05 | 81  0.03265  1.00060e-04
 82  0.03138  8.20298e-05 | 83  0.02952  7.25324e-05 | 84  0.02698 -3.90940e-05
 85  0.02372 -1.35060e-04 | 86  0.01992 -4.29106e-05 | 87  0.01595 -7.26652e-05
 88  0.01233  7.84073e-05 | 89  0.00949  1.29254e-06 | 90  0.00756  7.97381e-05
 91  0.00633  8.82747e-05 | 92  0.00541  6.85365e-05 | 93  0.00466  8.26933e-05
 94  0.00457  1.29475e-04 | 95  0.00523  1.43250e-04 | 96  0.00548  7.49124e-05
 97  0.00717  1.08242e-04 | 98  0.00977  1.47761e-04 | 99  0.01375 -6.73409e-05
100  0.01387 -1.93105e-04 |101  0.01262 -1.68834e-04 |102  0.01094 -6.93509e-05
103  0.00289 -1.55368e-05 |104  0.00375  2.09634e-04 |105  0.02314 -1.83078e-04
106  0.02161  1.34866e-04 |107 -0.00251  1.34783e-05 |108  0.01594  6.55761e-05
109  0.08407 -2.72227e-04 |110  0.02842  3.12232e-04 |111 -0.01433  4.04278e-05
112  0.00451  4.11319e-05 |113  0.01960 -6.45244e-05 |114  0.03891 -1.09510e-04
115  0.00308 -1.92975e-04 |116 -0.06228 -6.19998e-05 |117 -0.07873  4.30196e-04
118 -0.07711 -9.99986e-04 |119 -0.03438  3.25083e-04 |120  0.06999 -3.11989e-04
121  0.02384 -9.53484e-04 |122  0.01403  2.92744e-04 |123 -0.02771  3.81340e-05
124 -0.06694  4.99322e-04 |125 -0.00627  1.12731e-04 |126  0.00484  7.35954e-05
127 -0.02709 -1.18638e-04 |128  0.02843  2.46362e-04 |129  0.07368  4.37410e-04
130  0.01056 -2.83509e-04 |131  0.08270 -9.40771e-05 |132  0.00584  4.58812e-04
133  0.13298 -2.15778e-04 |134 -0.00523 -4.10463e-04 |135 -0.04641  1.39351e-04
136 -0.05667 -2.81783e-04 |137 -0.02189 -1.13826e-04 |138  0.09425  7.33938e-05
139  0.03193 -1.41310e-04 |140  0.01686  9.25172e-05 |141 -0.02797  2.13735e-04
142 -0.01758 -8.88863e-05 |143 -0.00586 -7.29440e-06 |144 -0.00040  7.92961e-06
145  0.00000  0.00000e+00 |146  0.00000  0.00000e+00 |147  0.00000  0.00000e+00
148  0.00000  0.00000e+00 |149  0.00000  0.00000e+00 |150  0.00000  0.00000e+00
151  0.00000  0.00000e+00 |152  0.00000  0.00000e+00 |153  0.00000  0.00000e+00
154  0.00000  0.00000e+00 |155  0.00000  0.00000e+00 |156  0.00000  0.00000e+00
157  0.00000  0.00000e+00 |158  0.27486 -1.97785e-04 |159  0.18596 -1.58492e-04
160  0.04652 -1.69673e-04 |161  0.29672  3.42949e-05 |162  0.01642  4.08888e-06
163 -0.11484 -3.63522e-05 |164 -0.47552 -2.67748e-04 |165  0.31378 -2.01117e-04
166  0.04880 -4.40961e-04 |167 -0.23510  4.73675e-04 |168  0.18236 -2.92222e-05
169  0.25985  5.34271e-05 |170  0.17450 -2.01083e-04 |171  0.25417 -1.34201e-04
172  0.00591 -2.04673e-04 |173 -0.09833  7.88194e-05 |174  0.10328 -2.46382e-05
