
Initial statistics: 136 variables; iteration 0; function evaluation 0; phase 1
Function value 7.3782341e+03; maximum gradient component mag -2.3190e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 64 -0.00123 -7.11593e-02 | 65 -0.00038 -1.88320e-01 | 66  0.00075 -3.02148e-01
 67  0.00235 -3.72021e-01 | 68  0.00465 -3.49654e-01 | 69  0.00768 -2.34751e-01
 70  0.01091 -1.52502e-01 | 71  0.01340 -3.00768e-01 | 72  0.01535 -6.04587e-01
 73  0.01901 -5.65329e-01 | 74  0.02426 -2.10519e-01 | 75  0.02602 -5.06872e-01
 76  0.02570 -1.09350e+00 | 77  0.03043 -6.13524e-01 | 78  0.03533  1.38928e-02
 79  0.03409 -3.17112e-01 | 80  0.03045 -9.47148e-01 | 81  0.03000 -8.99573e-01
 82  0.03213 -2.77910e-01 | 83  0.03146 -4.50509e-02 | 84  0.02508 -7.51771e-01
 85  0.02052 -1.00526e+00 | 86  0.02123 -7.82135e-02 | 87  0.01706 -8.90717e-02
 88  0.01131 -5.30481e-01 | 89  0.00890 -4.23161e-01 | 90  0.00790 -2.03299e-01
 91  0.00685 -1.60064e-01 | 92  0.00556 -2.49281e-01 | 93  0.00427 -3.89127e-01
 94  0.00386 -4.83028e-01 | 95  0.00441 -5.37345e-01 | 96  0.00453 -6.02374e-01
 97  0.00764 -3.20600e-01 | 98  0.01135 -1.37059e-01 | 99  0.01207 -9.36588e-01
100  0.01281 -8.67374e-01 |101  0.01199 -8.11008e-01 |102  0.01010 -8.55527e-01
103  0.00212 -7.78874e-01 |104  0.00752  3.41190e-01 |105  0.02150 -9.74256e-01
106  0.02017 -8.21767e-01 |107 -0.00159  1.23493e-01 |108  0.01490  5.72265e-02
109  0.08926  1.70456e+00 |110  0.02491 -4.50123e-01 |111 -0.01395  1.34722e-01
112  0.00470  1.90819e-01 |113  0.02181  5.68663e-01 |114  0.03685 -4.99764e-01
115  0.00355  8.18711e-01 |116 -0.05941  2.59309e+00 |117 -0.07420  3.87556e+00
118 -0.07391  3.10790e+00 |119 -0.03500  1.55753e+00 |120  0.07171  3.55658e+00
121  0.02597  2.02372e+00 |122  0.01335 -5.02069e-01 |123 -0.02922 -1.30423e+00
124 -0.06674 -4.98104e-01 |125 -0.00630 -9.55719e-01 |126  0.00195 -1.78407e+00
127 -0.02663 -1.12356e-02 |128  0.03169  1.36651e+00 |129  0.07345  5.56925e-01
130  0.01063  1.53485e-01 |131  0.08287  1.25512e-01 |132  0.00645  3.97198e-01
133  0.13394  1.03810e+00 |134 -0.00655 -6.84050e-01 |135 -0.04346  1.18446e+00
136 -0.05447  8.88224e-01 |137 -0.02100  3.34714e-01 |138  0.09066 -1.75736e+00
139  0.03003 -7.29984e-01 |140  0.01384 -1.07921e+00 |141 -0.02646  6.65653e-01
142 -0.01876 -3.35099e-01 |143 -0.00493  1.87489e-01 |144 -0.00041 -3.82957e-03
145  0.26936  1.73081e+00 |146  0.18074  7.88769e-01 |

Initial statistics: 176 variables; iteration 0; function evaluation 0; phase 3
Function value 7.3340561e+03; maximum gradient component mag -8.2359e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42345  8.76996e-01 |  2  0.37045 -1.18868e+00 |  3 -0.12651  1.22062e+00
  4 -0.01180  4.66606e+00 |  5 -0.70630  1.97106e+00 |  6 -0.60472  4.79169e-01
  7  0.37569  5.48292e+00 |  8 -0.18522  7.83404e+00 |  9  0.03513  7.05168e+00
 10 -0.60815  1.47737e+00 | 11 -0.62374  4.56382e-01 | 12 -0.08689 -5.91442e-01
 13 -0.01027 -5.58346e-02 | 14 -0.01051 -6.14959e-02 | 15 -0.01075 -6.71989e-02
 16 -0.01098 -7.28534e-02 | 17 -0.01121 -7.83648e-02 | 18 -0.01143 -8.36155e-02
 19 -0.01165 -8.84818e-02 | 20 -0.01185 -9.28348e-02 | 21 -0.01204 -9.65399e-02
 22 -0.01222 -9.94604e-02 | 23 -0.01239 -1.01459e-01 | 24 -0.01253 -1.02403e-01
 25 -0.01266 -1.02162e-01 | 26 -0.01276 -1.00617e-01 | 27 -0.01285 -9.76571e-02
 28 -0.01290 -9.31800e-02 | 29 -0.01293 -8.70898e-02 | 30 -0.01294 -7.92937e-02
 31 -0.01291 -6.97068e-02 | 32 -0.01285 -5.82584e-02 | 33 -0.01275 -4.49029e-02
 34 -0.01262 -2.96364e-02 | 35 -0.01246 -1.25115e-02 | 36 -0.01225  6.34453e-03
 37 -0.01201  2.67216e-02 | 38 -0.01172  4.83267e-02 | 39 -0.01139  7.07914e-02
 40 -0.01103  9.36521e-02 | 41 -0.01062  1.16493e-01 | 42 -0.01018  1.38815e-01
 43 -0.00971  1.60160e-01 | 44 -0.00921  1.80155e-01 | 45 -0.00870  1.98572e-01
 46 -0.00817  2.15378e-01 | 47 -0.00765  2.30756e-01 | 48 -0.00712  2.44990e-01
 49 -0.00661  2.58346e-01 | 50 -0.00613  2.70912e-01 | 51 -0.00568  2.82473e-01
 52 -0.00527  2.92496e-01 | 53 -0.00492  3.00269e-01 | 54 -0.00462  3.04949e-01
 55 -0.00437  3.05642e-01 | 56 -0.00415  3.01481e-01 | 57 -0.00394  2.91590e-01
 58 -0.00374  2.74964e-01 | 59 -0.00351  2.50457e-01 | 60 -0.00323  2.16446e-01
 61 -0.00288  1.70602e-01 | 62 -0.00244  1.09618e-01 | 63 -0.00190  2.97365e-02
 64 -0.00123 -7.11593e-02 | 65 -0.00038 -1.88320e-01 | 66  0.00075 -3.02148e-01
 67  0.00235 -3.72021e-01 | 68  0.00465 -3.49654e-01 | 69  0.00768 -2.34751e-01
 70  0.01091 -1.52502e-01 | 71  0.01340 -3.00768e-01 | 72  0.01535 -6.04587e-01
 73  0.01901 -5.65329e-01 | 74  0.02426 -2.10519e-01 | 75  0.02602 -5.06872e-01
 76  0.02570 -1.09350e+00 | 77  0.03043 -6.13524e-01 | 78  0.03533  1.38928e-02
 79  0.03409 -3.17112e-01 | 80  0.03045 -9.47148e-01 | 81  0.03000 -8.99573e-01
 82  0.03213 -2.77910e-01 | 83  0.03146 -4.50509e-02 | 84  0.02508 -7.51771e-01
 85  0.02052 -1.00526e+00 | 86  0.02123 -7.82135e-02 | 87  0.01706 -8.90717e-02
 88  0.01131 -5.30481e-01 | 89  0.00890 -4.23161e-01 | 90  0.00790 -2.03299e-01
 91  0.00685 -1.60064e-01 | 92  0.00556 -2.49281e-01 | 93  0.00427 -3.89127e-01
 94  0.00386 -4.83028e-01 | 95  0.00441 -5.37345e-01 | 96  0.00453 -6.02374e-01
 97  0.00764 -3.20600e-01 | 98  0.01135 -1.37059e-01 | 99  0.01207 -9.36588e-01
100  0.01281 -8.67374e-01 |101  0.01199 -8.11008e-01 |102  0.01010 -8.55527e-01
103  0.00212 -7.78874e-01 |104  0.00752  3.41190e-01 |105  0.02150 -9.74256e-01
106  0.02017 -8.21767e-01 |107 -0.00159  1.23493e-01 |108  0.01490  5.72265e-02
109  0.08926  1.70456e+00 |110  0.02491 -4.50123e-01 |111 -0.01395  1.34722e-01
112  0.00470  1.90819e-01 |113  0.02181  5.68663e-01 |114  0.03685 -4.99764e-01
115  0.00355  8.18711e-01 |116 -0.05941  2.59309e+00 |117 -0.07420  3.87556e+00
118 -0.07391  3.10790e+00 |119 -0.03500  1.55753e+00 |120  0.07171  3.55658e+00
121  0.02597  2.02372e+00 |122  0.01335 -5.02069e-01 |123 -0.02922 -1.30423e+00
124 -0.06674 -4.98104e-01 |125 -0.00630 -9.55719e-01 |126  0.00195 -1.78407e+00
127 -0.02663 -1.12356e-02 |128  0.03169  1.36651e+00 |129  0.07345  5.56925e-01
130  0.01063  1.53485e-01 |131  0.08287  1.25512e-01 |132  0.00645  3.97198e-01
133  0.13394  1.03810e+00 |134 -0.00655 -6.84050e-01 |135 -0.04346  1.18446e+00
136 -0.05447  8.88224e-01 |137 -0.02100  3.34714e-01 |138  0.09066 -1.75736e+00
139  0.03003 -7.29984e-01 |140  0.01384 -1.07921e+00 |141 -0.02646  6.65653e-01
142 -0.01876 -3.35099e-01 |143 -0.00493  1.87489e-01 |144 -0.00041 -3.82957e-03
145  0.26936  1.73081e+00 |146  0.18074  7.88769e-01 |147  0.04585 -2.60540e+00
148  0.29666  9.98986e-01 |149 -0.47552 -1.53830e-02 |150  0.31347 -4.98029e-02
151  0.18110 -1.23869e+00 |152  0.25963  1.74962e+00 |153  0.17359 -1.45639e+00
154  0.25394  1.04082e+00 |155  0.10183 -8.13080e-01 |156  0.29651  1.18642e+00
157  0.16796 -1.23150e+00 |158  0.24605  1.51789e+00 |159 -0.35218  2.28411e-01
160  0.24271 -8.08350e-02 |161  0.20168 -5.24030e-01 |162  0.31665  9.13319e-01
163 -0.38333  3.08330e-01 |164  0.23513 -2.29089e-01 |165  0.05028 -6.72820e-01
166  0.11913 -2.44941e+00 |167  0.32126  8.42517e-01 |168  0.27246  2.25414e+00
169  0.01272 -5.69336e-01 |170  0.39332 -1.32644e-01 |171  0.09898 -8.23590e+00
172  0.16318 -7.77588e+00 |173  0.21863  4.31262e+00 |174  0.25726  3.95278e+00
175 -0.55410  2.07890e-01 |176  0.17112 -7.94951e-02 |

Intermediate statistics: 176 variables; iteration 20; function evaluation 23; phase 3
Function value 7.3340044e+03; maximum gradient component mag 1.3611e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42343 -2.41497e+00 |  2  0.37093  1.36106e+01 |  3 -0.12631  4.70823e+00
  4 -0.01245  9.57575e+00 |  5 -0.70827  4.30048e-01 |  6 -0.60447 -8.28502e-01
  7  0.37587 -3.72596e+00 |  8 -0.18531 -6.36832e+00 |  9  0.03467 -2.47941e+00
 10 -0.60932  1.14303e+00 | 11 -0.62322  9.10987e+00 | 12 -0.08772  4.77017e+00
 13 -0.01009 -1.16126e-03 | 14 -0.01032 -1.92939e-03 | 15 -0.01054 -2.69998e-03
 16 -0.01075 -3.45819e-03 | 17 -0.01097 -4.18827e-03 | 18 -0.01117 -4.87158e-03
 19 -0.01137 -5.48857e-03 | 20 -0.01156 -6.01888e-03 | 21 -0.01174 -6.44144e-03
 22 -0.01191 -6.73494e-03 | 23 -0.01207 -6.87816e-03 | 24 -0.01221 -6.85040e-03
 25 -0.01234 -6.63199e-03 | 26 -0.01245 -6.20486e-03 | 27 -0.01254 -5.55314e-03
 28 -0.01261 -4.66311e-03 | 29 -0.01265 -3.52203e-03 | 30 -0.01268 -2.11674e-03
 31 -0.01267 -4.33785e-04 | 32 -0.01265  1.53836e-03 | 33 -0.01259  3.80742e-03
 34 -0.01250  6.37430e-03 | 35 -0.01239  9.23027e-03 | 36 -0.01224  1.23539e-02
 37 -0.01205  1.57100e-02 | 38 -0.01183  1.92499e-02 | 39 -0.01156  2.29132e-02
 40 -0.01126  2.66233e-02 | 41 -0.01092  3.03167e-02 | 42 -0.01055  3.39135e-02
 43 -0.01014  3.73409e-02 | 44 -0.00970  4.05412e-02 | 45 -0.00924  4.34808e-02
 46 -0.00876  4.61616e-02 | 47 -0.00828  4.86258e-02 | 48 -0.00780  5.09362e-02
 49 -0.00733  5.31566e-02 | 50 -0.00689  5.53209e-02 | 51 -0.00648  5.74092e-02
 52 -0.00612  5.93436e-02 | 53 -0.00580  6.10138e-02 | 54 -0.00552  6.22852e-02
 55 -0.00528  6.30141e-02 | 56 -0.00507  6.30597e-02 | 57 -0.00486  6.22772e-02
 58 -0.00463  6.04946e-02 | 59 -0.00435  5.75088e-02 | 60 -0.00400  5.30148e-02
 61 -0.00354  4.65551e-02 | 62 -0.00296  3.74491e-02 | 63 -0.00221  2.48707e-02
 64 -0.00126  8.22207e-03 | 65 -0.00009 -1.18522e-02 | 66  0.00135 -3.17274e-02
 67  0.00311 -4.31980e-02 | 68  0.00527 -3.55122e-02 | 69  0.00784 -6.83852e-03
 70  0.01071  1.67533e-02 | 71  0.01362 -1.21440e-02 | 72  0.01656 -8.19395e-02
 73  0.02000 -6.92071e-02 | 74  0.02385  3.07275e-02 | 75  0.02661 -4.59558e-02
 76  0.02843 -2.14426e-01 | 77  0.03127 -7.17155e-02 | 78  0.03367  1.24501e-01
 79  0.03366  2.12378e-02 | 80  0.03242 -1.76809e-01 | 81  0.03176 -1.64786e-01
 82  0.03148  1.97088e-02 | 83  0.02993  8.02420e-02 | 84  0.02626 -1.33217e-01
 85  0.02265 -2.06070e-01 | 86  0.02001  3.20283e-02 | 87  0.01595  1.76286e-02
 88  0.01182 -9.38586e-02 | 89  0.00906 -7.24167e-02 | 90  0.00733 -2.63091e-02
 91  0.00613 -1.76285e-02 | 92  0.00513 -3.47530e-02 | 93  0.00427 -5.93399e-02
 94  0.00412 -7.12479e-02 | 95  0.00478 -7.30112e-02 | 96  0.00502 -7.64612e-02
 97  0.00704 -1.60004e-03 | 98  0.00992  5.91751e-02 | 99  0.01322 -1.05277e-01
100  0.01354 -6.89045e-02 |101  0.01244 -3.83488e-02 |102  0.01074 -4.07746e-02
103  0.00271 -2.76321e-02 |104  0.00450  2.15658e-01 |105  0.02290  1.16821e-03
106  0.02159  8.40904e-02 |107 -0.00218  2.53220e-01 |108  0.01570  2.87187e-01
109  0.08585  9.86285e-01 |110  0.02798  2.39109e-01 |111 -0.01388  2.82593e-01
112  0.00467  1.93381e-01 |113  0.01999  2.06524e-01 |114  0.03864  2.07310e-01
115  0.00369  6.68011e-01 |116 -0.06102  1.13562e+00 |117 -0.07694  1.54127e+00
118 -0.07554  1.42246e+00 |119 -0.03349  1.23955e+00 |120  0.07100  1.15512e+00
121  0.02429 -7.15614e-02 |122  0.01397 -8.74911e-01 |123 -0.02793 -9.63466e-01
124 -0.06691 -5.78377e-01 |125 -0.00643 -1.07470e+00 |126  0.00447 -1.07397e+00
127 -0.02687 -4.47750e-01 |128  0.02928 -1.75327e-01 |129  0.07407 -1.44056e-01
130  0.01108 -8.38597e-02 |131  0.08267 -3.24950e-01 |132  0.00592 -1.04653e-01
133  0.13329  1.69144e-01 |134 -0.00528 -1.74253e-01 |135 -0.04600  1.80334e-01
136 -0.05633  1.01970e-01 |137 -0.02178  4.77670e-02 |138  0.09367 -3.05106e-01
139  0.03172 -1.07905e-01 |140  0.01650 -8.29297e-02 |141 -0.02781  1.15417e-01
142 -0.01778 -8.80574e-02 |143 -0.00563  7.50818e-02 |144 -0.00039 -1.13831e-03
145  0.27060  1.64374e+00 |146  0.18189  1.91563e+00 |147  0.04646  4.87668e+00
148  0.29635 -1.03897e+01 |149 -0.47567 -8.36316e-02 |150  0.31370  9.19616e-03
151  0.18186  1.90461e+00 |152  0.25963 -3.93010e+00 |153  0.17404 -8.04768e-01
154  0.25407  4.97831e-01 |155  0.10259 -1.33253e+00 |156  0.29687  3.00411e+00
157  0.16829 -2.53525e+00 |158  0.24638  3.97452e+00 |159 -0.35229  2.03625e-01
160  0.24266 -5.13217e-02 |161  0.20225 -1.49230e-01 |162  0.31677  6.58696e-01
163 -0.38375  1.71863e-01 |164  0.23492 -2.44613e-01 |165  0.05036 -1.91786e-01
166  0.11929 -3.56388e+00 |167  0.32119  2.09369e-01 |168  0.27273  4.11771e+00
169  0.01290 -4.53683e-01 |170  0.39317 -1.08242e-01 |171  0.09909 -8.01199e+00
172  0.16363  4.05072e+00 |173  0.21870  4.06612e+00 |174  0.25718 -8.57567e+00
175 -0.55403  4.08805e-01 |176  0.17116 -1.72986e-02 |
176 variables; iteration 40; function evaluation 44; phase 3
Function value 7.3339992e+03; maximum gradient component mag 1.1358e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42344 -2.27318e+00 |  2  0.37098  1.13576e+01 |  3 -0.12623  4.21833e+00
  4 -0.01266  8.07620e+00 |  5 -0.70831  4.49347e-01 |  6 -0.60441 -5.61844e-01
  7  0.37588 -3.21413e+00 |  8 -0.18532 -5.21799e+00 |  9  0.03465 -1.62656e+00
 10 -0.60933  1.04586e+00 | 11 -0.62327  7.56534e+00 | 12 -0.09053  3.01793e+00
 13 -0.01004  6.88396e-03 | 14 -0.01026  6.95893e-03 | 15 -0.01047  7.04224e-03
 16 -0.01069  7.13760e-03 | 17 -0.01089  7.24882e-03 | 18 -0.01110  7.38100e-03
 19 -0.01129  7.53953e-03 | 20 -0.01148  7.73015e-03 | 21 -0.01166  7.95909e-03
 22 -0.01182  8.23292e-03 | 23 -0.01198  8.55854e-03 | 24 -0.01212  8.94310e-03
 25 -0.01224  9.39403e-03 | 26 -0.01235  9.91882e-03 | 27 -0.01244  1.05246e-02
 28 -0.01251  1.12177e-02 | 29 -0.01255  1.20031e-02 | 30 -0.01258  1.28859e-02
 31 -0.01258  1.38714e-02 | 32 -0.01255  1.49649e-02 | 33 -0.01250  1.61706e-02
 34 -0.01241  1.74904e-02 | 35 -0.01230  1.89231e-02 | 36 -0.01216  2.04624e-02
 37 -0.01197  2.20968e-02 | 38 -0.01175  2.38099e-02 | 39 -0.01150  2.55806e-02
 40 -0.01120  2.73836e-02 | 41 -0.01087  2.91960e-02 | 42 -0.01050  3.09908e-02
 43 -0.01009  3.27410e-02 | 44 -0.00966  3.44198e-02 | 45 -0.00920  3.60011e-02
 46 -0.00873  3.74619e-02 | 47 -0.00825  3.87836e-02 | 48 -0.00777  3.99475e-02
 49 -0.00731  4.09309e-02 | 50 -0.00687  4.17008e-02 | 51 -0.00646  4.22086e-02
 52 -0.00610  4.23919e-02 | 53 -0.00578  4.21871e-02 | 54 -0.00552  4.15338e-02
 55 -0.00528  4.03755e-02 | 56 -0.00507  3.86583e-02 | 57 -0.00486  3.63253e-02
 58 -0.00463  3.33138e-02 | 59 -0.00435  2.95652e-02 | 60 -0.00400  2.50132e-02
 61 -0.00354  1.95791e-02 | 62 -0.00293  1.31552e-02 | 63 -0.00215  5.60356e-03
 64 -0.00117 -3.21996e-03 | 65  0.00005 -1.33364e-02 | 66  0.00154 -2.43228e-02
 67  0.00333 -3.46759e-02 | 68  0.00544 -4.13610e-02 | 69  0.00791 -4.16293e-02
 70  0.01069 -4.04418e-02 | 71  0.01368 -5.72654e-02 | 72  0.01678 -9.84824e-02
 73  0.02017 -1.02801e-01 | 74  0.02385 -4.29256e-02 | 75  0.02673 -1.03501e-01
 76  0.02867 -2.55527e-01 | 77  0.03140 -1.38390e-01 | 78  0.03379  4.80962e-02
 79  0.03381 -5.55273e-02 | 80  0.03260 -2.52504e-01 | 81  0.03196 -2.40415e-01
 82  0.03165 -6.68335e-02 | 83  0.03005 -1.72103e-02 | 84  0.02656 -1.95586e-01
 85  0.02312 -2.34066e-01 | 86  0.02009 -7.18955e-02 | 87  0.01606 -7.92569e-02
 88  0.01224 -1.16873e-01 | 89  0.00947 -9.50664e-02 | 90  0.00762 -6.87952e-02
 91  0.00642 -5.44994e-02 | 92  0.00550 -4.66928e-02 | 93  0.00474 -4.03408e-02
 94  0.00464 -3.12800e-02 | 95  0.00530 -2.15079e-02 | 96  0.00553 -1.62049e-02
 97  0.00728  1.05554e-02 | 98  0.00995  3.95482e-02 | 99  0.01370 -8.51962e-03
100  0.01390  1.59801e-02 |101  0.01270  3.65967e-02 |102  0.01102  4.25869e-02
103  0.00294  4.75704e-02 |104  0.00389  9.83593e-02 |105  0.02313  7.23775e-02
106  0.02170  1.29164e-01 |107 -0.00253  1.60286e-01 |108  0.01573  1.83193e-01
109  0.08496  5.51652e-01 |110  0.02790  9.65252e-02 |111 -0.01440  9.20661e-02
112  0.00448  1.34899e-01 |113  0.01956  1.47875e-01 |114  0.03853  2.10556e-01
115  0.00301  4.65388e-01 |116 -0.06150  9.38339e-01 |117 -0.07759  1.25016e+00
118 -0.07624  1.10362e+00 |119 -0.03427  9.08969e-01 |120  0.07042  1.17124e+00
121  0.02400  2.37599e-01 |122  0.01356 -5.37738e-01 |123 -0.02837 -7.41007e-01
124 -0.06719 -4.05849e-01 |125 -0.00683 -8.17570e-01 |126  0.00396 -8.67156e-01
127 -0.02726 -3.21655e-01 |128  0.02889 -2.47661e-02 |129  0.07353 -3.80696e-02
130  0.01064 -7.05899e-02 |131  0.08234 -2.03461e-01 |132  0.00570 -5.86103e-02
133  0.13278  4.73533e-02 |134 -0.00567 -2.50374e-01 |135 -0.04605  2.17450e-01
136 -0.05641  1.22736e-01 |137 -0.02186  6.19695e-02 |138  0.09336 -3.56944e-01
139  0.03143 -1.60929e-01 |140  0.01619 -1.67748e-01 |141 -0.02777  1.44524e-01
142 -0.01770 -6.08709e-02 |143 -0.00572  4.88209e-02 |144 -0.00039 -4.96686e-04
145  0.27454  1.28368e+00 |146  0.18566  1.89234e+00 |147  0.04665  4.30634e+00
148  0.29645 -8.47433e+00 |149 -0.47544 -3.08822e-02 |150  0.31377  2.08833e-03
151  0.18199  1.45850e+00 |152  0.25964 -3.23618e+00 |153  0.17409 -1.32915e+00
154  0.25414  1.30970e+00 |155  0.10270 -1.47694e+00 |156  0.29686  3.24842e+00
157  0.16838 -2.39715e+00 |158  0.24636  3.71129e+00 |159 -0.35253 -6.77945e-02
160  0.24266  3.52095e-01 |161  0.20236 -2.08445e-01 |162  0.31685  8.69589e-01
163 -0.38383  2.85083e-01 |164  0.23478 -5.58178e-01 |165  0.05039 -2.06472e-01
166  0.11944 -2.41073e+00 |167  0.32114  2.18653e-01 |168  0.27264  2.66596e+00
169  0.01308 -2.92025e-01 |170  0.39327 -3.55056e-02 |171  0.09917 -6.88741e+00
172  0.16371  3.41426e+00 |173  0.21872  3.54044e+00 |174  0.25720 -6.82632e+00
175 -0.55623  2.79412e-01 |176  0.17018 -4.56209e-02 |

 - final statistics:
176 variables; iteration 50; function evaluation 57
Function value 7.3340e+03; maximum gradient component mag 9.9079e-01
Exit code = 1;  converg criter 1.0000e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42338 -1.52305e-01 |  2  0.37102  9.90794e-01 |  3 -0.12605  4.08861e-01
  4 -0.01308  6.65794e-01 |  5 -0.70903 -5.70983e-02 |  6 -0.60429 -2.57671e-02
  7  0.37616 -2.21672e-01 |  8 -0.18511 -4.02222e-01 |  9  0.03411 -1.69334e-01
 10 -0.60942  1.44173e-01 | 11 -0.62341  6.31688e-01 | 12 -0.08987  1.58118e-01
 13 -0.01001  1.45665e-02 | 14 -0.01023  1.46658e-02 | 15 -0.01045  1.47681e-02
 16 -0.01066  1.48770e-02 | 17 -0.01087  1.49960e-02 | 18 -0.01107  1.51283e-02
 19 -0.01127  1.52770e-02 | 20 -0.01146  1.54446e-02 | 21 -0.01163  1.56331e-02
 22 -0.01180  1.58437e-02 | 23 -0.01196  1.60766e-02 | 24 -0.01210  1.63314e-02
 25 -0.01222  1.66063e-02 | 26 -0.01233  1.68986e-02 | 27 -0.01242  1.72041e-02
 28 -0.01249  1.75180e-02 | 29 -0.01254  1.78347e-02 | 30 -0.01256  1.81484e-02
 31 -0.01257  1.84536e-02 | 32 -0.01254  1.87440e-02 | 33 -0.01249  1.90126e-02
 34 -0.01241  1.92515e-02 | 35 -0.01230  1.94509e-02 | 36 -0.01216  1.95990e-02
 37 -0.01199  1.96817e-02 | 38 -0.01177  1.96821e-02 | 39 -0.01152  1.95809e-02
 40 -0.01123  1.93532e-02 | 41 -0.01090  1.89797e-02 | 42 -0.01054  1.84346e-02
 43 -0.01015  1.76953e-02 | 44 -0.00972  1.67461e-02 | 45 -0.00927  1.55814e-02
 46 -0.00881  1.42110e-02 | 47 -0.00834  1.26613e-02 | 48 -0.00787  1.09706e-02
 49 -0.00741  9.18184e-03 | 50 -0.00698  7.33304e-03 | 51 -0.00658  5.44871e-03
 52 -0.00623  3.53549e-03 | 53 -0.00592  1.58297e-03 | 54 -0.00565 -4.34586e-04
 55 -0.00542 -2.55014e-03 | 56 -0.00521 -4.79564e-03 | 57 -0.00501 -7.20153e-03
 58 -0.00477 -9.80519e-03 | 59 -0.00449 -1.26714e-02 | 60 -0.00414 -1.59192e-02
 61 -0.00367 -1.97575e-02 | 62 -0.00306 -2.45051e-02 | 63 -0.00229 -3.05575e-02
 64 -0.00130 -3.81904e-02 | 65 -0.00009 -4.70617e-02 | 66  0.00140 -5.55399e-02
 67  0.00320 -6.02380e-02 | 68  0.00535 -5.76253e-02 | 69  0.00784 -4.89435e-02
 70  0.01062 -4.46025e-02 | 71  0.01362 -5.57682e-02 | 72  0.01681 -7.26960e-02
 73  0.02021 -7.17511e-02 | 74  0.02362 -6.35169e-02 | 75  0.02672 -7.47510e-02
 76  0.02939 -8.49597e-02 | 77  0.03151 -8.16057e-02 | 78  0.03283 -8.57563e-02
 79  0.03338 -8.72552e-02 | 80  0.03326 -8.64980e-02 | 81  0.03252 -8.86512e-02
 82  0.03126 -8.78045e-02 | 83  0.02942 -8.37676e-02 | 84  0.02683 -9.31498e-02
 85  0.02352 -1.02478e-01 | 86  0.01986 -7.19324e-02 | 87  0.01589 -6.89462e-02
 88  0.01215 -9.34217e-02 | 89  0.00932 -8.84289e-02 | 90  0.00745 -7.31937e-02
 91  0.00622 -6.85564e-02 | 92  0.00526 -7.21772e-02 | 93  0.00446 -7.79044e-02
 94  0.00434 -7.81116e-02 | 95  0.00500 -7.28360e-02 | 96  0.00526 -6.49565e-02
 97  0.00710 -3.04539e-02 | 98  0.00981 -5.51791e-03 | 99  0.01359 -4.83039e-02
100  0.01374 -4.01753e-02 |101  0.01251 -3.35125e-02 |102  0.01076 -3.62832e-02
103  0.00274 -2.59100e-02 |104  0.00414  1.03595e-01 |105  0.02310  5.68546e-02
106  0.02178  1.02686e-01 |107 -0.00196  1.63568e-01 |108  0.01593  7.53874e-02
109  0.08423  5.63339e-02 |110  0.02836 -9.33265e-02 |111 -0.01427 -3.14191e-02
112  0.00446 -5.10902e-02 |113  0.01999  6.53245e-02 |114  0.03906 -6.82199e-02
115  0.00299 -1.90481e-01 |116 -0.06251 -1.77022e-01 |117 -0.07826  2.05749e-01
118 -0.07665  2.41260e-01 |119 -0.03428  6.16127e-02 |120  0.07008 -2.39879e-02
121  0.02393  1.18312e-02 |122  0.01422  9.71055e-02 |123 -0.02711  2.67167e-01
124 -0.06663  6.60246e-02 |125 -0.00655 -1.98077e-01 |126  0.00498 -3.52991e-02
127 -0.02690  4.05242e-02 |128  0.02860  1.20086e-01 |129  0.07400  2.93082e-01
130  0.01101  2.30764e-01 |131  0.08275  1.36423e-01 |132  0.00605  1.41395e-01
133  0.13323  3.69854e-01 |134 -0.00570 -1.85173e-01 |135 -0.04649 -3.68523e-06
136 -0.05676 -1.49890e-02 |137 -0.02208 -6.07314e-02 |138  0.09370 -2.13634e-01
139  0.03189  1.86217e-02 |140  0.01726  2.03508e-01 |141 -0.02824 -5.83149e-02
142 -0.01765 -3.72973e-03 |143 -0.00579  1.01524e-02 |144 -0.00039 -1.00151e-03
145  0.27334  2.74028e-01 |146  0.18361  2.48689e-01 |147  0.04669  4.02209e-01
148  0.29677 -6.96154e-01 |149 -0.47544 -5.56927e-02 |150  0.31412  5.28600e-02
151  0.18256  5.42106e-01 |152  0.26000 -6.21520e-02 |153  0.17429 -2.14413e-01
154  0.25409  1.66511e-02 |155  0.10274 -1.97765e-01 |156  0.29660  1.85988e-01
157  0.16853 -2.28990e-01 |158  0.24613  2.54600e-01 |159 -0.35213  1.28405e-01
160  0.24272  8.75600e-02 |161  0.20262  5.08333e-02 |162  0.31678  1.30825e-01
163 -0.38400  3.23686e-02 |164  0.23476 -6.90262e-02 |165  0.05052 -9.05706e-03
166  0.11987  1.07522e-01 |167  0.32111  4.63052e-02 |168  0.27268  4.75171e-01
169  0.01320 -2.28895e-01 |170  0.39330  1.79132e-01 |171  0.09935 -6.18130e-01
172  0.16374  2.51257e-01 |173  0.21877  3.46556e-01 |174  0.25731 -5.32960e-01
